phase,k,t,I,soc_true,soc_model,V_true,V_model,R0_true,R0_model,R1_true,R1_model,C1_true,C1_model
3,303,304.0,0.0000,0.5000,0.5000,3.3425,3.3424,0.025014,0.027306,0.011005,0.010875,1000.27,1006.95
3,304,305.0,0.0000,0.5000,0.5000,3.3418,3.3417,0.025014,0.027306,0.011005,0.010875,1000.27,1006.95
3,305,306.0,0.0000,0.5000,0.5000,3.3412,3.3411,0.025014,0.027306,0.011005,0.010875,1000.27,1006.95
3,306,307.0,0.0000,0.5000,0.5000,3.3406,3.3406,0.025014,0.027306,0.011005,0.010875,1000.27,1006.95
3,307,308.0,0.0000,0.5000,0.5000,3.3401,3.3400,0.025014,0.027306,0.011004,0.010875,1000.27,1006.95
3,308,309.0,0.0000,0.5000,0.5000,3.3397,3.3396,0.025014,0.027306,0.011004,0.010875,1000.27,1006.95
3,309,310.0,0.0000,0.5000,0.5000,3.3392,3.3392,0.025014,0.027306,0.011004,0.010875,1000.27,1006.95
3,310,311.0,0.0000,0.5000,0.5000,3.3389,3.3388,0.025014,0.027306,0.011004,0.010875,1000.27,1006.95
3,311,312.0,0.0000,0.5000,0.5000,3.3385,3.3384,0.025014,0.027306,0.011004,0.010875,1000.27,1006.95
3,312,313.0,0.0000,0.5000,0.5000,3.3382,3.3381,0.025014,0.027306,0.011004,0.010875,1000.27,1006.95
3,313,314.0,0.0000,0.5000,0.5000,3.3379,3.3378,0.025013,0.027306,0.011004,0.010875,1000.27,1006.95
3,314,315.0,0.0000,0.5000,0.5000,3.3376,3.3376,0.025013,0.027306,0.011004,0.010875,1000.27,1006.95
3,315,316.0,0.0000,0.5000,0.5000,3.3374,3.3373,0.025013,0.027306,0.011004,0.010875,1000.27,1006.95
3,316,317.0,0.0000,0.5000,0.5000,3.3372,3.3371,0.025013,0.027306,0.011004,0.010875,1000.27,1006.95
3,317,318.0,0.0000,0.5000,0.5000,3.3370,3.3369,0.025013,0.027306,0.011004,0.010875,1000.27,1006.95
3,318,319.0,0.0000,0.5000,0.5000,3.3368,3.3368,0.025013,0.027306,0.011004,0.010875,1000.27,1006.95
3,319,320.0,0.0000,0.5000,0.5000,3.3366,3.3366,0.025013,0.027306,0.011004,0.010875,1000.27,1006.95
3,320,321.0,0.0000,0.5000,0.5000,3.3365,3.3365,0.025013,0.027306,0.011004,0.010875,1000.27,1006.95
3,321,322.0,0.0000,0.5000,0.5000,3.3364,3.3363,0.025013,0.027305,0.011004,0.010875,1000.27,1006.94
3,322,323.0,0.0000,0.5000,0.5000,3.3362,3.3362,0.025013,0.027305,0.011004,0.010875,1000.27,1006.94
3,323,324.0,0.0000,0.5000,0.5000,3.3361,3.3361,0.025013,0.027305,0.011004,0.010875,1000.27,1006.94
3,324,325.0,0.0000,0.5000,0.5000,3.3360,3.3360,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,325,326.0,0.0000,0.5000,0.5000,3.3359,3.3359,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,326,327.0,0.0000,0.5000,0.5000,3.3358,3.3358,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,327,328.0,0.0000,0.5000,0.5000,3.3358,3.3357,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,328,329.0,0.0000,0.5000,0.5000,3.3357,3.3357,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,329,330.0,0.0000,0.5000,0.5000,3.3356,3.3356,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,330,331.0,0.0000,0.5000,0.5000,3.3356,3.3356,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,331,332.0,0.0000,0.5000,0.5000,3.3355,3.3355,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,332,333.0,0.0000,0.5000,0.5000,3.3355,3.3355,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,333,334.0,0.0000,0.5000,0.5000,3.3354,3.3354,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,334,335.0,0.0000,0.5000,0.5000,3.3354,3.3354,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,335,336.0,0.0000,0.5000,0.5000,3.3354,3.3353,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,336,337.0,0.0000,0.5000,0.5000,3.3353,3.3353,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,337,338.0,0.0000,0.5000,0.5000,3.3353,3.3353,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,338,339.0,0.0000,0.5000,0.5000,3.3353,3.3353,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,339,340.0,0.0000,0.5000,0.5000,3.3352,3.3352,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,340,341.0,0.0000,0.5000,0.5000,3.3352,3.3352,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,341,342.0,0.0000,0.5000,0.5000,3.3352,3.3352,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,342,343.0,0.0000,0.5000,0.5000,3.3352,3.3352,0.025013,0.027305,0.011004,0.010875,1000.26,1006.94
3,343,344.0,0.0000,0.5000,0.5000,3.3352,3.3352,0.025013,0.027305,0.011004,0.010875,1000.26,1006.93
3,344,345.0,0.0000,0.5000,0.5000,3.3352,3.3351,0.025013,0.027305,0.011004,0.010875,1000.26,1006.93
3,345,346.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.26,1006.93
3,346,347.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.26,1006.93
3,347,348.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.26,1006.93
3,348,349.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,349,350.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,350,351.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,351,352.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,352,353.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,353,354.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,354,355.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,355,356.0,0.0000,0.5000,0.5000,3.3351,3.3351,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,356,357.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,357,358.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,358,359.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025013,0.027305,0.011004,0.010875,1000.25,1006.93
3,359,360.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027305,0.011004,0.010875,1000.25,1006.93
3,360,361.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027305,0.011004,0.010875,1000.25,1006.93
3,361,362.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027305,0.011004,0.010875,1000.25,1006.93
3,362,363.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.25,1006.93
3,363,364.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.25,1006.93
3,364,365.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.25,1006.93
3,365,366.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.25,1006.93
3,366,367.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.25,1006.92
3,367,368.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.25,1006.92
3,368,369.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.25,1006.92
3,369,370.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.25,1006.92
3,370,371.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.25,1006.92
3,371,372.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.25,1006.92
3,372,373.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.24,1006.92
3,373,374.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.24,1006.92
3,374,375.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.24,1006.92
3,375,376.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.24,1006.92
3,376,377.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.24,1006.92
3,377,378.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.24,1006.92
3,378,379.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.24,1006.92
3,379,380.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010875,1000.24,1006.92
3,380,381.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.92
3,381,382.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.92
3,382,383.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.92
3,383,384.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.92
3,384,385.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.92
3,385,386.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.92
3,386,387.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.92
3,387,388.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.92
3,388,389.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.92
3,389,390.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.91
3,390,391.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.91
3,391,392.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.91
3,392,393.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.91
3,393,394.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.91
3,394,395.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.91
3,395,396.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.91
3,396,397.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.24,1006.91
3,397,398.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.23,1006.91
3,398,399.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.23,1006.91
3,399,400.0,0.0000,0.5000,0.5000,3.3350,3.3350,0.025012,0.027304,0.011004,0.010874,1000.23,1006.91
